1,A BIRD THAT FLIES WITH TWO WINGS,1
2,Kastom and state justice systems in Vanuatu,3
2,Foreword,11
3,ENDNOTES,14
2,Prologue,15
3,ENDNOTES,19
2,1. ‘lgat fulap rod blong hen’,21
3,Brief history of Vanuatu,21
3,Place,22
4,Islandism,23
4,The urban-rural divide: which one is the ‘easy life’?,24
3,Land,27
3,Language,28
3,Politics,29
3,Religion and denomination,31
3,Gender,33
3,Age,36
3,Conclusion,39
3,The positivist approach,50
4,General principles,50
4,Positivism in Melanesia,50
3,The legal anthropological approach,52
3,The legal pluralist approach,56
4,General principles,56
4,Theoretical issues,58
5,What's in a name?,58
5,Is state law fundamentally different to non-state law?,61
5,Is it possible to have a situation of legal pluralism within a state system?,63
4,The possibilities of legal pluralism,64
4,The current limitations of legal pluralism,66
4,Using legal pluralism as a normative tool,68
4,Conclusion,72
3,ENDNOTES,72
2,Leadership structures and conflict management in the nineteenth century and early twentieth century,81
3,Leadership structures,82
4,The graded system,82
4,Hereditary/mixed systems,83
3,Maintenance of law and order and conflict-management mechanisms,85
2,Leadership structures and conflict-management mechanisms during the Condominium,88
3,Leadership systems,89
3,Maintenance of law and order and conflict-management mechanisms,91
2,Leadership structures and conflict management post-independence,95
3,Kastom and the ‘invention of tradition’,95
4,What is kastom?,96
4,Kastom as ‘invention’?,97
4,The significance of kastom as invention,99
3,Leadership structures in Vanuatu today,100
3,Conflict management,101
2,Conclusion,103
2,ENDNOTES,105
2,The pervasiveness of the kastom system,117
2,Diversity in conflict management,118
3,The people in charge of the management of the conflict,119
3,Who attends?,120
3,Who speaks?,120
3,How is a decision reached?,121
3,After the meeting,125
2,The restorative nature of the kastom system,125
2,Privileging the community over individuals,128
2,Kastom procedures and kastom law,130
2,The dynamism of the kastom system,131
2,Challenges for the kastom system today,133
3,Too many chiefs,134
3,‘Respek hemi lus’ (Respect has been lost),135
3,Problems of enforcement of kastom payments,136
3,Problems of people attending meetings,137
3,Chiefly misbehaviour,137
3,Lack of disciplinary mechanisms,138
3,Chiefs and modern society,139
2,Widespread support for the continuation of the kastom system,140
2,Women and the kastom system,141
2,Youth and the kastom system,144
2,Conclusion,146
2,ENDNOTES,147
4,The courts,159
2,The current condition of the court system,160
2,The relationship between the courts and the kastom system,162
3,The relationship between customary law and state law,162
3,The relationship between the kastom system and the court system,168
4,Views of stakeholders about the relationship,169
2,The Vanuatu Police Force,170
3,The condition of the police today,170
3,The relationship between the police and the kastom system,172
4,Ways the police assist the kastom system,174
4,Ways the kastom system assists the police,175
4,View of stakeholders about the relationship,175
2,The prisons,177
2,The Public Prosecutor and the Public Solicitor,180
3,The condition of the prosecution and Public Solicitor,180
3,The relationship between the prosecution and the Public Solicitor with the kastom system,181
2,The Malvatumauri,182
2,Conclusion,184
2,The facts of the case study,196
2,Problems within the two systems demonstrated by the case study,200
3,Problems within the state system,200
3,Problems within the kastom system,202
2,Problems with the relationship between the two systems,202
3,Uncertainty about where the conflict should be dealt with puts complainants in a vulnerable situation,202
3,Dispute and confusion over jurisdiction,203
3,The problem of which system should deal with a case first,206
4,The problems with the kastom system dealing with a matter first,206
4,The problems with the state system dealing with a matter first,208
3,The problem of ‘double jeopardy’,209
2,Model 5: Formal recognition of exclusive jurisdiction in a defined area,234
2,Mutual adaptations/innovations by state and non-state systems,245
3,Sharing of procedures,248
4,Changes the state system could make to its procedures,248
5,Creation of hybrid institutions,248
5,Adoption of a less adversarial approach,249
5,Reform the laws of evidence,250
4,Changes the customary justice system could make to its procedures,250
5,Introduction of good management initiatives,250
5,Awareness programs about different types of decision-making procedures,252
5,Use of human rights principles,253
3,Use of key players/institutions from the other system,255
4,Use by the state system,255
5,Use of chiefs/traditional leaders in state courts,255
5,Referral of issues/cases to customary justice systems,256
5,Involve traditional leaders in judicial appointment committees,256
4,Use of key players by the customary justice system,257
5,"Use of state assessors, kiaps or state police",257
5,Referral of cases to the state system,257
5,Involve a member of the state judiciary in the customary justice system,258
3,Step 1: Analyse the operation of the state and non-state systems,270
3,Step 2: Consider the aims of the overall justice system,271
3,Step 3: Examine the current positive and problematic features in the relationship between the systems,273
3,Step 4: Consider the applicability of the different models of relationship to this context,275
4,Internal adaptations,277
5,The state system,277
5,The kastom system,277
4,Recognition,278
5,State recognition of the kastom system,278
5,Kastom system recognition of the state system,279
4,Regulation,279
5,State regulation of the kastom system,279
5,Kastom system regulation of the State,280
3,Step 6: Develop a method of progressive implementation and evaluation of changes,281
3,Step 7: Revise the model pluralist method,282
1,Conclusion: doing legal pluralism,282
1,Bibliography,287
2,Legal cases,316
3,Vanuatu,316
