1,MIPLC Studies Edited by,2
2,Introduction,7
1,Zui Gao Fa Xing Zai,12
1,Official Document issued by the State Council,12
2,I. Introduction,13
3,II. Novozymes — a Long and Hard Journey to Patent Validity,16
4,A. The Glucoamylase,16
1,A. The Glucoamylase,17
2,B. The Patent,18
3,Claim 6 enlarges the scope beyond the reference sequence,19
4,C. The Proceedings on Patent Infringement,20
5,D. The Proceedings on Patent Validity,21
1,The Courts of First Instance and Second Instance,23
3,3. The Supreme Court,25
1,II. Homology as an Indication of Confidence,31
2,A. Supporting Data for Homology Claims is Not Necessary for the Patent Law,31
3,78 Agreement on Trade-Related Aspects of Intellectual Property Rights (1994) (TRIPS Agreement),32
4,B. Supporting Data for Homology Claims is an Overwhelming Burden,34
1,SpsoT— sq = 5769462253373,35
2,C. Rethinking the Role of Homology Language,37
1,The Technical Meaning of Homology,38
2,D. Species of Origin is Not an Effective Limitation,41
1,E. Concluding Remarks,42
1,IV. Novozymes may Create an Unclaimable Gap,44
2,A. Inventive Step and Support are One-Dimensionally Aligned by Homology,44
3,Inventive Step B (p2) > Claimed Scope A (p1) + Obviousness (p2) (7),45
2,Claimable Scope A,46
2,C. The Unclaimable Gap May Constitute a Discrimination,50
1,A. Sufficient Disclosure and Support Have Different “Prior Art”,56
2,V. Novozymes Mingles Sufficient Disclosure and Support,56
3,Novozymes Tests Support Using the Standard of Sufficient Disclosure,57
2,C. An Example Test Given by the EWHC,60
2,D. On Non-Working Variants — How to Avoid a “Negative Gap”?,61
3,(a) a protein whose amino acid sequence is represented by Met-Tyr-...-Cys-,62
1,VI. Conclusion,64
2,Annex I: Sequences of Cytochrome c from 17 Different Species,67
3,List of Works Cited,69
4,Patents,72
5,Thermostable Glucoamylase,72
